code;pairCode;name;price;priceRatio;standardPrice;purchasePrice;purchasePriceVatRate;purchasePriceIncludingVat;actionPrice;maxDiscount;pricelist:2:price;pricelist:5:price;pricelist:8:price;pricelist:11:price;pricelist:14:price;pricelist:17:price;pricelist:20:price;pricelist:23:price;pricelist:26:price;pricelist:29:price
104109;;Dip STARBAITS PRO Ginger & Squid Boost/ Glug;9,59;1;9,59;4,40;23;1;9,59;;9,21;9,01;8,82;8,63;8,44;8,25;8,06;7,86;7,67;7,19
104146;10;Boilie STARBAITS Hold Up v dipe;6,20;1;6,20;2,95;23;1;6,20;;5,95;5,83;5,70;5,58;5,46;5,33;5,21;5,08;4,96;4,65
104147;10;Boilie STARBAITS Hold Up v dipe;6,70;1;6,70;3,10;23;1;6,70;;6,43;6,30;6,16;6,03;5,90;5,76;5,63;5,49;5,36;5,03
104169;;Nástraha GUNKI Boomer 21 g, Signal Frog;9,59;1;9,59;4,81;23;1;9,59;;9,21;9,01;8,82;8,63;8,44;8,25;8,06;7,86;7,67;7,19
104211;;Vobler ILLEX Suisen 4,3 cm;25,95;1;25,95;12,23;23;1;25,95;;24,91;24,39;23,87;23,36;22,84;22,32;21,80;21,28;20,76;19,46
104227;;Krabička ILLEX Tackle Box 255 Slit Foam;12,30;1;12,30;5,86;23;1;12,30;;11,81;11,56;11,32;11,07;10,82;10,58;10,33;10,09;9,84;9,23
104259;11;Boilie STARBAITS Hot Demon, 800 g;14,50;1;14,50;6,84;23;1;14,50;;13,92;13,63;13,34;13,05;12,76;12,47;12,18;11,89;11,60;10,88
74948;11;Boilie STARBAITS Hot Demon, 800 g;14,50;1;14,50;6,82;23;1;14,50;;13,92;13,63;13,34;13,05;12,76;12,47;12,18;11,89;11,60;10,88
74949;11;Boilie STARBAITS Hot Demon, 800 g;14,50;1;14,50;7,47;23;1;14,50;;13,92;13,63;13,34;13,05;12,76;12,47;12,18;11,89;11,60;10,88
74950;11;Boilie STARBAITS Hot Demon, 800 g;14,50;1;14,50;6,82;23;1;14,50;;13,92;13,63;13,34;13,05;12,76;12,47;12,18;11,89;11,60;10,88
104281;12;Boilie STARBAITS Hard Crayzi Fruit, 200 g;8,70;1;8,70;4,09;23;1;8,70;;8,35;8,18;8,00;7,83;7,66;7,48;7,31;7,13;6,96;6,53
104282;12;Boilie STARBAITS Hard Crayzi Fruit, 200 g;8,70;1;8,70;4,28;23;1;8,70;;8,35;8,18;8,00;7,83;7,66;7,48;7,31;7,13;6,96;6,53
104297;;Vedro STARBAITS Tourno Bucket Round, 15 l;10,60;1;10,60;4,57;23;1;10,60;;10,18;9,96;9,75;9,54;9,33;9,12;8,90;8,69;8,48;7,95
104317;;Boilie STARBAITS D-Solve SK30;26,95;1;26,95;13,27;23;1;26,95;;25,87;25,33;24,79;24,26;23,72;23,18;22,64;22,10;21,56;20,21
104334;;Method & Stick Mix STARBAITS Crazy Fruit 1,7 kg;15,50;1;15,50;7,86;23;1;15,50;;14,88;14,57;14,26;13,95;13,64;13,33;13,02;12,71;12,40;11,63
104374;13;Pletená šnúra GUNKI G’Braid 4X Game, 150 m;6,75;1;6,75;3,03;23;1;6,75;;6,48;6,35;6,21;6,08;5,94;5,81;5,67;5,54;5,40;5,06
104375;13;Pletená šnúra GUNKI G’Braid 4X Game, 150 m;6,75;1;6,75;3,33;23;1;6,75;;6,48;6,35;6,21;6,08;5,94;5,81;5,67;5,54;5,40;5,06
104376;13;Pletená šnúra GUNKI G’Braid 4X Game, 150 m;6,75;1;6,75;3,97;23;1;6,75;;6,48;6,35;6,21;6,08;5,94;5,81;5,67;5,54;5,40;5,06
104377;13;Pletená šnúra GUNKI G’Braid 4X Game, 150 m;6,75;1;6,75;3,33;23;1;6,75;;6,48;6,35;6,21;6,08;5,94;5,81;5,67;5,54;5,40;5,06
104391;;Vobler GUNKI Knifehead 68 SP DR, HL Minnow;10,50;1;10,50;4,55;23;1;10,50;;10,08;9,87;9,66;9,45;9,24;9,03;8,82;8,61;8,40;7,88
104407;;Nástraha ILLEX Runner Blade 7,2 cm, Blue Back Silver;12,95;1;12,95;6,12;23;1;12,95;;12,43;12,17;11,91;11,66;11,40;11,14;10,88;10,62;10,36;9,71
104424;;Vobler ILLEX Bleeker Toppy 50, SG Ayu;23,95;1;23,95;11,29;23;1;23,95;;22,99;22,51;22,03;21,56;21,08;20,60;20,12;19,64;19,16;17,96
112333;14;Čln STARKBOAT DT-360S s kýlom, zelený;1180,00;1;1180,00;825,99;23;1;1180,00;10;1132,80;1109,20;1085,60;1062,00;1062,00;1062,00;1062,00;1062,00;1062,00;1062,00
112334;14;Čln STARKBOAT DT-360S s kýlom, zelený;1130,00;1;1130,00;790,99;23;1;1130,00;10;1084,80;1062,20;1039,60;1017,00;1017,00;1017,00;1017,00;1017,00;1017,00;1017,00
112335;14;Čln STARKBOAT DT-360S s kýlom, zelený;1060,00;1;1060,00;742,00;23;1;1060,00;10;1017,60;996,40;975,20;954,00;954,00;954,00;954,00;954,00;954,00;954,00
112381;;Podsedák STARKBOAT, 85 cm, čierny;35,01;1;35,01;16,79;23;1;35,01;10;33,61;32,91;32,21;31,51;31,51;31,51;31,51;31,51;31,51;31,51
112824;;Mletá káva FISHING POINT Different Coffe v plechovke, 150 g;9,90;1;9,90;;23;1;9,90;;9,50;9,31;9,11;8,91;8,71;8,51;8,32;8,12;7,92;7,43
13608;;Držiak rohatinka - zadná U;1,64;1;1,64;0,97;23;1;1,64;;1,57;1,54;1,51;1,48;1,44;1,41;1,38;1,34;1,31;1,23
14839;;Čln KOLIBRI KM-360 DXL šedý, hliníková podlaha;1932,12;1;1932,12;1413,60;23;1;1932,12;10;1854,84;1816,19;1777,55;1738,91;1738,91;1738,91;1738,91;1738,91;1738,91;1738,91
31342;15;Vobler ROBINSON Frog 4,5cm;7,07;1;7,07;3,50;23;1;7,07;;6,79;6,65;6,50;6,36;6,22;6,08;5,94;5,80;5,66;5,30
31343;15;Vobler ROBINSON Frog 4,5cm;6,90;1;6,90;3,87;23;1;6,90;;6,62;6,49;6,35;6,21;6,07;5,93;5,80;5,66;5,52;5,18
31344;15;Vobler ROBINSON Frog 4,5cm;7,07;1;7,07;3,50;23;1;7,07;;6,79;6,65;6,50;6,36;6,22;6,08;5,94;5,80;5,66;5,30
31513;;Sťahovacia páska ROBINSON na prúty;1,80;1;1,80;1,08;23;1;1,80;;1,73;1,69;1,66;1,62;1,58;1,55;1,51;1,48;1,44;1,35
31877;16;Naviják CARPEX Galloper FD;25,73;1;25,73;11,42;23;1;25,73;;24,70;24,19;23,67;23,16;22,64;22,13;21,61;21,10;20,58;19,30
31878;16;Naviják CARPEX Galloper FD;23,58;1;23,58;10,01;23;1;23,58;;22,64;22,17;21,69;21,22;20,75;20,28;19,81;19,34;18,86;17,69
33197;;Sprej MIKBAITS Neo Spray 30 ml;7,49;1;7,49;5,61;23;1;7,49;10;7,19;7,04;6,89;6,74;6,74;6,74;6,74;6,74;6,74;6,74
33232;17;Boilie MIKBAITS Spiceman v dipe;7,20;1;7,20;5,49;23;1;7,20;10;6,91;6,77;6,62;6,48;6,48;6,48;6,48;6,48;6,48;6,48
33233;17;Boilie MIKBAITS Spiceman v dipe;7,20;1;7,20;5,36;23;1;7,20;10;6,91;6,77;6,62;6,48;6,48;6,48;6,48;6,48;6,48;6,48
33234;17;Boilie MIKBAITS Spiceman v dipe;7,38;1;7,38;5,16;23;1;7,38;10;7,08;6,94;6,79;6,64;6,64;6,64;6,64;6,64;6,64;6,64
33240;17;Boilie MIKBAITS Spiceman v dipe;7,38;1;7,38;5,46;23;1;7,38;10;7,08;6,94;6,79;6,64;6,64;6,64;6,64;6,64;6,64;6,64
33241;17;Boilie MIKBAITS Spiceman v dipe;7,20;1;7,20;5,36;23;1;7,20;10;6,91;6,77;6,62;6,48;6,48;6,48;6,48;6,48;6,48;6,48
33286;17;Boilie MIKBAITS Spiceman v dipe;7,20;1;7,20;5,49;23;1;7,20;10;6,91;6,77;6,62;6,48;6,48;6,48;6,48;6,48;6,48;6,48
33287;17;Boilie MIKBAITS Spiceman v dipe;7,20;1;7,20;5,98;23;1;7,20;10;6,91;6,77;6,62;6,48;6,48;6,48;6,48;6,48;6,48;6,48
33288;17;Boilie MIKBAITS Spiceman v dipe;7,20;1;7,20;5,49;23;1;7,20;10;6,91;6,77;6,62;6,48;6,48;6,48;6,48;6,48;6,48;6,48
33289;17;Boilie MIKBAITS Spiceman v dipe;7,20;1;7,20;5,49;23;1;7,20;10;6,91;6,77;6,62;6,48;6,48;6,48;6,48;6,48;6,48;6,48
33250;18;Boilie MIKBAITS Spiceman WS3 Crab Butyric, 300 g;5,56;1;5,56;4,48;23;1;5,56;10;5,34;5,23;5,12;5,00;5,00;5,00;5,00;5,00;5,00;5,00
33251;18;Boilie MIKBAITS Spiceman WS3 Crab Butyric, 300 g;6,00;1;6,00;4,48;23;1;6,00;10;5,76;5,64;5,52;5,40;5,40;5,40;5,40;5,40;5,40;5,40
33279;;Tekutá potrava MIKBAITS Squid Hydro, 300ml;12,26;1;12,26;8,80;23;1;12,26;10;11,77;11,52;11,28;11,03;11,03;11,03;11,03;11,03;11,03;11,03
33331;19;Booster MIKBAITS Chilli Chips;8,79;1;8,79;6,68;23;1;8,79;10;8,44;8,26;8,09;7,91;7,91;7,91;7,91;7,91;7,91;7,91
33332;19;Booster MIKBAITS Chilli Chips;8,79;1;8,79;6,56;23;1;8,79;10;8,44;8,26;8,09;7,91;7,91;7,91;7,91;7,91;7,91;7,91
33333;19;Booster MIKBAITS Chilli Chips;8,79;1;8,79;6,80;23;1;8,79;10;8,44;8,26;8,09;7,91;7,91;7,91;7,91;7,91;7,91;7,91
33334;19;Booster MIKBAITS Chilli Chips;8,79;1;8,79;6,56;23;1;8,79;10;8,44;8,26;8,09;7,91;7,91;7,91;7,91;7,91;7,91;7,91
33353;19;Booster MIKBAITS Chilli Chips;8,79;1;8,79;6,56;23;1;8,79;10;8,44;8,26;8,09;7,91;7,91;7,91;7,91;7,91;7,91;7,91
41436;;Prívlačová taška GIANTS FISHING Spinning Bag Luxury MK2;43,64;1;43,64;23,05;23;1;43,64;;41,89;41,02;40,15;39,28;38,40;37,53;36,66;35,78;34,91;32,73
41452;;Predĺžené nohy GIANTS FISHING Luxury Extended Legs for Rod Pod, 2 ks;19,82;1;19,82;10,47;23;1;19,82;;19,03;18,63;18,23;17,84;17,44;17,05;16,65;16,25;15,86;14,87
41485;;Puzdro GIANTS FISHING Rod Holdall Luxury 2 Rod, 150 cm;75,01;1;75,01;38,17;23;1;75,01;;72,01;70,51;69,01;67,51;66,01;64,51;63,01;61,51;60,01;56,26
41553;;Lehátko GIANT FISHING Gaube XT Bedchair 8 Leg;150,86;1;150,86;76,72;23;1;150,86;;144,83;141,81;138,79;135,77;132,76;129,74;126,72;123,71;120,69;113,15
41576;;Okuliare GIANTS FISHING Polarized Glasses Deluxe 2;17,84;1;17,84;9,05;23;1;17,84;;17,13;16,77;16,41;16,06;15,70;15,34;14,99;14,63;14,27;13,38
41625;20;Háčik GARDNER Covert Dark Wide Gape Talon Tip;7,11;1;7,11;3,75;23;1;7,11;;6,83;6,68;6,54;6,40;6,26;6,11;5,97;5,83;5,69;5,33
41627;20;Háčik GARDNER Covert Dark Wide Gape Talon Tip;7,38;1;7,38;3,90;23;1;7,38;;7,08;6,94;6,79;6,64;6,49;6,35;6,20;6,05;5,90;5,54
41628;20;Háčik GARDNER Covert Dark Wide Gape Talon Tip;7,11;1;7,11;3,82;23;1;7,11;;6,83;6,68;6,54;6,40;6,26;6,11;5,97;5,83;5,69;5,33
41679;;Taška GIANTS FISHING Wash Bag;20,58;1;20,58;10,47;23;1;20,58;;19,76;19,35;18,93;18,52;18,11;17,70;17,29;16,88;16,46;15,44
41714;;Navijak GIANTS FISHING Deluxe Reel FS 9000 + cievka10000;75,41;1;75,41;39,83;23;1;75,41;;72,39;70,89;69,38;67,87;66,36;64,85;63,34;61,84;60,33;56,56
41733;21;Rozpustné boilie CARP INFERNO Hot Line Medúza;5,73;1;5,73;3,22;23;1;5,73;;5,50;5,39;5,27;5,16;5,04;4,93;4,81;4,70;4,58;4,30
41734;21;Rozpustné boilie CARP INFERNO Hot Line Medúza;15,84;1;15,84;9,19;23;1;15,84;;15,21;14,89;14,57;14,26;13,94;13,62;13,31;12,99;12,67;11,88
41755;22;Šokový vlasec GIANTS FISHING Tapered Shock Leader 5x15m;9,45;1;9,45;4,78;23;1;9,45;;9,07;8,88;8,69;8,51;8,32;8,13;7,94;7,75;7,56;7,09
41756;22;Šokový vlasec GIANTS FISHING Tapered Shock Leader 5x15m;9,85;1;9,85;5,02;23;1;9,85;;9,46;9,26;9,06;8,87;8,67;8,47;8,27;8,08;7,88;7,39
41757;22;Šokový vlasec GIANTS FISHING Tapered Shock Leader 5x15m;10,28;1;10,28;5,43;23;1;10,28;;9,87;9,66;9,46;9,25;9,05;8,84;8,64;8,43;8,22;7,71
41775;;Podložka GIANTS FISHING Luxury Unhooking Mat;103,21;1;103,21;52,48;23;1;103,21;;99,08;97,02;94,95;92,89;90,82;88,76;86,70;84,63;82,57;77,41
41849;23;Háčiky GARDNER Specialist Hand Sharpened Covert Dark Continental Muga;12,30;1;12,30;6,66;23;1;12,30;;11,81;11,56;11,32;11,07;10,82;10,58;10,33;10,09;9,84;9,23
41850;23;Háčiky GARDNER Specialist Hand Sharpened Covert Dark Continental Muga;12,30;1;12,30;6,66;23;1;12,30;;11,81;11,56;11,32;11,07;10,82;10,58;10,33;10,09;9,84;9,23
41851;23;Háčiky GARDNER Specialist Hand Sharpened Covert Dark Continental Muga;11,87;1;11,87;6,54;23;1;11,87;;11,40;11,16;10,92;10,68;10,45;10,21;9,97;9,73;9,50;8,90
55696;24;Šnúra MIVARDI Skinline Strip Shield;14,99;1;14,99;8,02;23;1;13,49;10;13,49;13,49;13,49;13,49;13,49;13,49;13,49;13,49;13,49;13,49
55861;24;Šnúra MIVARDI Skinline Strip Shield;14,99;1;14,99;6,61;23;1;13,49;10;13,49;13,49;13,49;13,49;13,49;13,49;13,49;13,49;13,49;13,49
55867;;Klip MIVARDI Safety lead Clips With Pin;1,99;1;1,99;0,94;23;1;1,79;10;1,79;1,79;1,79;1,79;1,79;1,79;1,79;1,79;1,79;1,79
55986;;Kreslo MIVARDI CamoCode Express;66,99;1;66,99;34,47;23;1;60,29;10;60,29;60,29;60,29;60,29;60,29;60,29;60,29;60,29;60,29;60,29
56014;;SET 3x swinger MIVARDI Hanger MCX Stainless Multicolor;54,99;1;54,99;27,54;23;1;49,49;10;49,49;49,49;49,49;49,49;49,49;49,49;49,49;49,49;49,49;49,49
56098;;Šnúra MIVARDI Survivor 30 lb, 20 m;13,22;1;13,22;6,09;23;1;11,90;10;11,90;11,90;11,90;11,90;11,90;11,90;11,90;11,90;11,90;11,90
56123;;Krmivo MIVARDI V1 Sweet Halibut;6,99;1;6,99;3,85;23;1;6,29;10;6,29;6,29;6,29;6,29;6,29;6,29;6,29;6,29;6,29;6,29
56152;;Krabička MIVARDI Mini 3;1,99;1;1,99;1,00;23;1;1,79;10;1,79;1,79;1,79;1,79;1,79;1,79;1,79;1,79;1,79;1,79
56176;;Krmivo Team MIVARDI M1 Big Roach;4,99;1;4,99;2,87;23;1;4,49;10;4,49;4,49;4,49;4,49;4,49;4,49;4,49;4,49;4,49;4,49
56201;;Partikel MIVARDI Method Sladká kukurica;6,14;1;6,14;3,30;23;1;5,53;10;5,53;5,53;5,53;5,53;5,53;5,53;5,53;5,53;5,53;5,53
56218;;Booster MIVARDI Method gel, Jahoda;4,29;1;4,29;2,36;23;1;3,86;10;3,86;3,86;3,86;3,86;3,86;3,86;3,86;3,86;3,86;3,86
56240;25;Partikel MIVARDI Kukurica - Vanilka;3,49;1;3,49;1,81;23;1;3,14;10;3,14;3,14;3,14;3,14;3,14;3,14;3,14;3,14;3,14;3,14
56249;25;Partikel MIVARDI Kukurica - Vanilka;7,16;1;7,16;3,85;23;1;6,44;10;6,44;6,44;6,44;6,44;6,44;6,44;6,44;6,44;6,44;6,44
56259;;Navijak MIVARDI Precision Feeder;40,98;1;40,98;20,03;23;1;36,88;10;36,88;36,88;36,88;36,88;36,88;36,88;36,88;36,88;36,88;36,88
65905;26;Prút SPORTEX Intense Carp;717,45;1;717,45;399,75;23;1;717,45;;688,75;674,40;660,05;645,71;631,36;617,01;602,66;588,31;573,96;538,09
65907;26;Prút SPORTEX Intense Carp;819,95;1;819,95;460,00;23;1;819,95;;787,15;770,75;754,35;737,96;721,56;705,16;688,76;672,36;655,96;614,96
65939;27;Termo spodky GEOFF Anderson WizWool 210, šedé;143,50;1;143,50;97,59;23;1;143,50;;137,76;134,89;132,02;129,15;126,28;123,41;120,54;117,67;114,80;107,63
65940;27;Termo spodky GEOFF Anderson WizWool 210, šedé;143,50;1;143,50;97,59;23;1;143,50;;137,76;134,89;132,02;129,15;126,28;123,41;120,54;117,67;114,80;107,63
65941;27;Termo spodky GEOFF Anderson WizWool 210, šedé;143,50;1;143,50;97,59;23;1;143,50;;137,76;134,89;132,02;129,15;126,28;123,41;120,54;117,67;114,80;107,63
65942;27;Termo spodky GEOFF Anderson WizWool 210, šedé;143,50;1;143,50;97,59;23;1;143,50;;137,76;134,89;132,02;129,15;126,28;123,41;120,54;117,67;114,80;107,63
65943;27;Termo spodky GEOFF Anderson WizWool 210, šedé;143,50;1;143,50;97,59;23;1;143,50;;137,76;134,89;132,02;129,15;126,28;123,41;120,54;117,67;114,80;107,63
65944;27;Termo spodky GEOFF Anderson WizWool 210, šedé;143,50;1;143,50;97,59;23;1;143,50;;137,76;134,89;132,02;129,15;126,28;123,41;120,54;117,67;114,80;107,63
65945;27;Termo spodky GEOFF Anderson WizWool 210, šedé;143,50;1;143,50;97,59;23;1;143,50;;137,76;134,89;132,02;129,15;126,28;123,41;120,54;117,67;114,80;107,63
65971;28;Nepremokavá bunda GEOFF Anderson Dozer Light;479,00;1;479,00;326,20;23;1;479,00;;459,84;450,26;440,68;431,10;421,52;411,94;402,36;392,78;383,20;359,25
65972;28;Nepremokavá bunda GEOFF Anderson Dozer Light;479,00;1;479,00;326,20;23;1;479,00;;459,84;450,26;440,68;431,10;421,52;411,94;402,36;392,78;383,20;359,25
65973;28;Nepremokavá bunda GEOFF Anderson Dozer Light;479,00;1;479,00;326,20;23;1;479,00;;459,84;450,26;440,68;431,10;421,52;411,94;402,36;392,78;383,20;359,25
65974;28;Nepremokavá bunda GEOFF Anderson Dozer Light;479,00;1;479,00;326,20;23;1;479,00;;459,84;450,26;440,68;431,10;421,52;411,94;402,36;392,78;383,20;359,25
65975;28;Nepremokavá bunda GEOFF Anderson Dozer Light;479,00;1;479,00;326,20;23;1;479,00;;459,84;450,26;440,68;431,10;421,52;411,94;402,36;392,78;383,20;359,25
65976;28;Nepremokavá bunda GEOFF Anderson Dozer Light;479,00;1;479,00;326,20;23;1;479,00;;459,84;450,26;440,68;431,10;421,52;411,94;402,36;392,78;383,20;359,25
66100;;Dip CarpZoom Amur Amino;3,70;1;3,70;2,24;23;1;3,70;;3,55;3,48;3,40;3,33;3,26;3,18;3,11;3,03;2,96;2,78
66591;;Šatka QUANTUM Scraft;10,20;1;10,20;2,97;23;1;10,20;;9,79;9,59;9,38;9,18;8,98;8,77;8,57;8,36;8,16;7,65
66781;;Dip RADICAL Smashed Fish;9,95;1;;;23;1;;30;9,55;9,35;9,15;8,96;8,76;8,56;8,36;8,16;7,96;7,46
66849;;Peračník RHINO Rig Box Keeper;17,93;1;17,93;5,63;23;1;17,93;;17,21;16,85;16,50;16,14;15,78;15,42;15,06;14,70;14,34;13,45
66874;;Nadväzec ZEBCO Z-Carp Multi Rig;2,51;1;2,51;0,53;23;1;2,51;;2,41;2,36;2,31;2,26;2,21;2,16;2,11;2,06;2,01;1,88
66905;;Plandavka QUANTUM Bloody Inliner 4g, Pink/ White;7,43;1;7,43;0,99;23;1;7,43;;7,13;6,98;6,84;6,69;6,54;6,39;6,24;6,09;5,94;5,57
67028;29;Pean MIKADO zahnutý;8,65;1;8,65;3,95;23;1;7,87;25;7,87;7,87;7,87;7,79;7,61;7,44;7,27;7,09;6,92;6,49
67029;29;Pean MIKADO zahnutý;8,00;1;8,00;3,26;23;1;7,28;25;7,28;7,28;7,28;7,20;7,04;6,88;6,72;6,56;6,40;6,00
67383;29;Pean MIKADO zahnutý;4,30;1;4,30;2,09;23;1;3,91;25;3,91;3,91;3,91;3,87;3,78;3,70;3,61;3,53;3,44;3,23
67384;29;Pean MIKADO zahnutý;4,80;1;4,80;2,11;23;1;4,37;25;4,37;4,37;4,37;4,32;4,22;4,13;4,03;3,94;3,84;3,60
67385;29;Pean MIKADO zahnutý;4,50;1;4,50;2,30;23;1;4,10;25;4,10;4,10;4,10;4,05;3,96;3,87;3,78;3,69;3,60;3,38
67386;29;Pean MIKADO zahnutý;5,58;1;5,58;2,69;23;1;5,08;25;5,08;5,08;5,08;5,02;4,91;4,80;4,69;4,58;4,46;4,19
